 dphi  deta               dphi_val               deta_val            one_over_dr_sq one_over_dr_sq_rounded one_over_dr_sq_fw_lut   rom_nr
    0     0                    0.0                    0.0                 undefined          undefined         undefined        1
   50    23      2.181661564992912                 1.0005        0.1735915991089543            0.17359             17359        1
   51    23     2.2252947962927703                 1.0005        0.1679843024870482            0.16798             16798        1
   52    23     2.2689280275926285                 1.0005       0.16262715333885203            0.16263             16263        1
   53    23     2.3125612588924866                 1.0005       0.15750661171559524            0.15751             15751        1
   54    23      2.356194490192345                 1.0005       0.15260994926394275            0.15261             15261        1
   55    23      2.399827721492203                 1.0005       0.14792520092088773            0.14793             14793        1
   56    23      2.443460952792061                 1.0005       0.14344111874513313            0.14344             14344        1
   57    23     2.4870941840919194                 1.0005       0.13914712797472886            0.13915             13915        1
   58    23      2.530727415391778                 1.0005       0.13503328534874232            0.13503             13503        1
   59    23      2.574360646691636                 1.0005        0.1310902396908003            0.13109             13109        1
   60    23      2.617993877991494                 1.0005        0.1273091947221076            0.12731             12731        1
   61    23     2.6616271092913526                 1.0005       0.12368187404910766            0.12368             12368        1
   62    23      2.705260340591211                 1.0005       0.12020048825472514             0.1202             12020        1
   63    23      2.748893571891069                 1.0005       0.11685770401084669            0.11686             11686        1
    0    24                    0.0                  1.044        0.9174850633431687            0.91749             91749        1
    1    24    0.04363323129985824                  1.044        0.9158852297548395            0.91589             91589        1
    2    24    0.08726646259971647                  1.044        0.9111190306532638            0.91112             91112        1
    3    24     0.1308996938995747                  1.044        0.9032846529360845            0.90328             90328        1
    4    24    0.17453292519943295                  1.044        0.8925401779496243            0.89254             89254        1
    5    24     0.2181661564992912                  1.044        0.8790957838601238             0.8791             87910        1
    6    24     0.2617993877991494                  1.044        0.8632038408505448             0.8632             86320        1
    7    24    0.30543261909900765                  1.044        0.8451477346432771            0.84515             84515        1
    8    24     0.3490658503988659                  1.044        0.8252302817235222            0.82523             82523        1
    9    24    0.39269908169872414                  1.044        0.8037625289325552            0.80376             80376        1
   10    24     0.4363323129985824                  1.044         0.781053584936171            0.78105             78105        1
   11    24    0.47996554429844057                  1.044        0.7574019431747054             0.7574             75740        1
   12    24     0.5235987755982988                  1.044        0.7330885572199242            0.73309             73309        1
   13    24     0.5672320068981571                  1.044        0.7083717464428209            0.70837             70837        1
   14    24     0.6108652381980153                  1.044        0.6834838603012056            0.68348             68348        1
   15    24     0.6544984694978735                  1.044        0.6586295218865174            0.65863             65863        1
   16    24     0.6981317007977318                  1.044        0.6339852061887502            0.63399             63399        1
   17    24     0.7417649320975901                  1.044        0.6096998808192842             0.6097             60970        1
   18    24     0.7853981633974483                  1.044        0.5858964385919434             0.5859             58590        1
   19    24     0.8290313946973065                  1.044        0.5626736734302311            0.56267             56267        1
   20    24     0.8726646259971648                  1.044        0.5401085852058162            0.54011             54011        1
   21    24     0.9162978572970231                  1.044        0.5182588384776794            0.51826             51826        1
   22    24     0.9599310885968811                  1.044       0.49716523965726916            0.49717             49717        1
   23    24     1.0035643198967394                  1.044        0.4768541335779305            0.47685             47685        1
   24    24     1.0471975511965976                  1.044        0.4573396519668519            0.45734             45734        1
   25    24      1.090830782496456                  1.044        0.4386257721836322            0.43863             43863        1
   26    24     1.1344640137963142                  1.044        0.4207081648387926            0.42071             42071        1
   27    24     1.1780972450961724                  1.044       0.40357582403671355            0.40358             40358        1
   28    24     1.2217304763960306                  1.044       0.38721248473225495            0.38721             38721        1
   29    24      1.265363707695889                  1.044        0.3715978388541004             0.3716             37160        1
   30    24      1.308996938995747                  1.044         0.356708566208792            0.35671             35671        1
   31    24     1.3526301702956054                  1.044       0.34251919843195844            0.34252             34252        1
   32    24     1.3962634015954636                  1.044        0.3290028349835768              0.329             32900        1
   33    24      1.439896632895322                  1.044       0.31613172986571186            0.31613             31613        1
   34    24     1.4835298641951802                  1.044        0.3038777667425584            0.30388             30388        1
   35    24     1.5271630954950384                  1.044       0.29221283874080445            0.29221             29221        1
   36    24     1.5707963267948966                  1.044       0.28110914760466277            0.28111             28111        1
   37    24     1.6144295580947547                  1.044       0.27053943521525936            0.27054             27054        1
   38    24      1.658062789394613                  1.044         0.260477158852676            0.26048             26048        1
   39    24     1.7016960206944711                  1.044       0.25089662004015856             0.2509             25090        1
   40    24     1.7453292519943295                  1.044       0.24177305539772156            0.24177             24177        1
   41    24     1.7889624832941875                  1.044       0.23308269666259437            0.23308             23308        1
   42    24     1.8325957145940461                  1.044        0.2248028059104427             0.2248             22480        1
   43    24      1.876228945893904                  1.044       0.21691169102991345            0.21691             21691        1
   44    24     1.9198621771937623                  1.044       0.20938870565480008            0.20939             20939        1
   45    24     1.9634954084936207                  1.044       0.20221423703141142            0.20221             20221        1
   46    24      2.007128639793479                  1.044       0.19536968468078827            0.19537             19537        1
   47    24     2.0507618710933375                  1.044       0.18883743219341093            0.18884             18884        1
   48    24     2.0943951023931953                  1.044       0.18260081405561754             0.1826             18260        1
   49    24     2.1380283336930535                  1.044       0.17664407904064203            0.17664             17664        1
   50    24      2.181661564992912                  1.044       0.17095235139259726            0.17095             17095        1
   51    24     2.2252947962927703                  1.044       0.16551159077960348            0.16551             16551        1
   52    24     2.2689280275926285                  1.044       0.16030855178448256            0.16031             16031        1
   53    24     2.3125612588924866                  1.044       0.15533074353093781            0.15533             15533        1
   54    24      2.356194490192345                  1.044       0.15056638990384577            0.15057             15057        1
   55    24      2.399827721492203                  1.044        0.1460043907090095              0.146             14600        1
   56    24      2.443460952792061                  1.044        0.1416342840260586            0.14163             14163        1
   57    24     2.4870941840919194                  1.044        0.1374462099344023            0.13745             13745        1
   58    24      2.530727415391778                  1.044        0.1334308757331227            0.13343             13343        1
   59    24      2.574360646691636                  1.044       0.12957952272881235            0.12958             12958        1
   60    24      2.617993877991494                  1.044       0.12588389462842334            0.12588             12588        1
   61    24     2.6616271092913526                  1.044       0.12233620754538956            0.12234             12234        1
   62    24      2.705260340591211                  1.044       0.11892912160509005            0.11893             11893        1
   63    24      2.748893571891069                  1.044       0.11565571411889673            0.11566             11566        1
    0    25                    0.0                 1.0875        0.8455542343770646            0.84555             84555        1
    1    25    0.04363323129985824                 1.0875        0.8441952354370985             0.8442             84420        1
    2    25    0.08726646259971647                 1.0875        0.8401443235074586            0.84014             84014        1
    3    25     0.1308996938995747                 1.0875         0.833478511493881            0.83348             83348        1
    4    25    0.17453292519943295                 1.0875        0.8243221241562316            0.82432             82432        1
    5    25     0.2181661564992912                 1.0875        0.8128411197522184            0.81284             81284        1
    6    25     0.2617993877991494                 1.0875        0.7992358222082762            0.79924             79924        1
    7    25    0.30543261909900765                 1.0875        0.7837326354966144            0.78373             78373        1
    8    25     0.3490658503988659                 1.0875         0.766575341683367            0.76658             76658        1
    9    25    0.39269908169872414                 1.0875        0.7480165487906949            0.74802             74802        1
   10    25     0.4363323129985824                 1.0875        0.7283097676214537            0.72831             72831        1
   11    25    0.47996554429844057                 1.0875         0.707702476932354             0.7077             70770        1
   12    25     0.5235987755982988                 1.0875        0.6864304038920314            0.68643             68643        1
   13    25     0.5672320068981571                 1.0875        0.6647131192785429            0.66471             66471        1
   14    25     0.6108652381980153                 1.0875        0.6427509373023617            0.64275             64275        1
   15    25     0.6544984694978735                 1.0875         0.620723025705655            0.62072             62072        1
   16    25     0.6981317007977318                 1.0875        0.5987865751754946            0.59879             59879        1
   17    25     0.7417649320975901                 1.0875         0.577076846432149            0.57708             57708        1
   18    25     0.7853981633974483                 1.0875        0.5557079044001604            0.55571             55571        1
   19    25     0.8290313946973065                 1.0875        0.5347738562671754            0.53477             53477        1
   20    25     0.8726646259971648                 1.0875        0.5143504285281103            0.51435             51435        1
   21    25     0.9162978572970231                 1.0875        0.4944967424678576             0.4945             49450        1
   22    25     0.9599310885968811                 1.0875        0.4752571741057824            0.47526             47526        1
   23    25     1.0035643198967394                 1.0875        0.4566632106375656            0.45666             45666        1
   24    25     1.0471975511965976                 1.0875       0.43873523908605383            0.43874             43874        1
   25    25      1.090830782496456                 1.0875        0.4214842232526507            0.42148             42148        1
   26    25     1.1344640137963142                 1.0875        0.4049132417977066            0.40491             40491        1
   27    25     1.1780972450961724                 1.0875       0.38901887344385483            0.38902             38902        1
   28    25     1.2217304763960306                 1.0875        0.3737924252162171            0.37379             37379        1
   29    25      1.265363707695889                 1.0875       0.35922100676268964            0.35922             35922        1
   30    25      1.308996938995747                 1.0875       0.34528845863159274            0.34529             34529        1
   31    25     1.3526301702956054                 1.0875       0.33197614540219256            0.33198             33198        1
   32    25     1.3962634015954636                 1.0875       0.31926362619688275            0.31926             31926        1
   33    25      1.439896632895322                 1.0875        0.3071292157196893            0.30713             30713        1
   34    25     1.4835298641951802                 1.0875        0.2955504488650946            0.29555             29555        1
   35    25     1.5271630954950384                 1.0875       0.28450446136173035             0.2845             28450        1
   36    25     1.5707963267948966                 1.0875        0.2739682980393137            0.27397             27397        1
   37    25     1.6144295580947547                 1.0875       0.26391915926932336            0.26392             26392        1
   38    25      1.658062789394613                 1.0875       0.25433459502725675            0.25433             25433        1
   39    25     1.7016960206944711                 1.0875        0.2451926549237517            0.24519             24519        1
   40    25     1.7453292519943295                 1.0875       0.23647200149733466            0.23647             23647        1
   41    25     1.7889624832941875                 1.0875       0.22815199307989809            0.22815             22815        1
   42    25     1.8325957145940461                 1.0875       0.22021274165164545            0.22021             22021        1
   43    25      1.876228945893904                 1.0875       0.21263515030090993            0.21264             21264        1
   44    25     1.9198621771937623                 1.0875       0.20540093419575867             0.2054             20540        1
   45    25     1.9634954084936207                 1.0875        0.1984926283546976            0.19849             19849        1
   46    25      2.007128639793479                 1.0875         0.191893584966801            0.19189             19189        1
   47    25     2.0507618710933375                 1.0875       0.18558796254979107            0.18559             18559        1
   48    25     2.0943951023931953                 1.0875        0.1795607088400706            0.17956             17956        1
   49    25     2.1380283336930535                 1.0875       0.17379753897363265             0.1738             17380        1
   50    25      2.181661564992912                 1.0875       0.16828491023365708            0.16828             16828        1
   51    25     2.2252947962927703                 1.0875       0.16300999440252104            0.16301             16301        1
   52    25     2.2689280275926285                 1.0875       0.15796064855661685            0.15796             15796        1
   53    25     2.3125612588924866                 1.0875         0.153125384976172            0.15313             15313        1
   54    25      2.356194490192345                 1.0875       0.14849334070424705            0.14849             14849        1
   55    25      2.399827721492203                 1.0875       0.14405424717492865            0.14405             14405        1
   56    25      2.443460952792061                 1.0875       0.13979840023669549             0.1398             13980        1
   57    25     2.4870941840919194                 1.0875       0.13571663081979096            0.13572             13572        1
   58    25      2.530727415391778                 1.0875       0.13180027643343845             0.1318             13180        1
   59    25      2.574360646691636                 1.0875        0.1280411536275425            0.12804             12804        1
   60    25      2.617993877991494                 1.0875       0.12443153151214277            0.12443             12443        1
   61    25     2.6616271092913526                 1.0875       0.12096410639465831            0.12096             12096        1
   62    25      2.705260340591211                 1.0875       0.11763197756846279            0.11763             11763        1
   63    25      2.748893571891069                 1.0875       0.11442862426538687            0.11443             11443        1
    0    26                    0.0                  1.131        0.7817624208367828            0.78176             78176        1
    1    26    0.04363323129985824                  1.131        0.7806006019704703             0.7806             78060        1
    2    26    0.08726646259971647                  1.131        0.7771357730961058            0.77714             77714        1
    3    26     0.1308996938995747                  1.131        0.7714289085143279            0.77143             77143        1
    4    26    0.17453292519943295                  1.131        0.7635786764737524            0.76358             76358        1
    5    26     0.2181661564992912                  1.131        0.7537172552055795            0.75372             75372        1
    6    26     0.2617993877991494                  1.131        0.7420049415797336              0.742             74200        1
    7    26    0.30543261909900765                  1.131         0.728623948563253            0.72862             72862        1
    8    26     0.3490658503988659                  1.131        0.7137718149372414            0.71377             71377        1
    9    26    0.39269908169872414                  1.131         0.697654834573372            0.69765             69765        1
   10    26     0.4363323129985824                  1.131        0.6804818604950522            0.68048             68048        1
   11    26    0.47996554429844057                  1.131        0.6624587622995592            0.66246             66246        1
   12    26     0.5235987755982988                  1.131        0.6437837269674782            0.64378             64378        1
   13    26     0.5672320068981571                  1.131        0.6246435043767401            0.62464             62464        1
   14    26     0.6108652381980153                  1.131        0.6052106192026865            0.60521             60521        1
   15    26     0.6544984694978735                  1.131        0.5856415062909099            0.58564             58564        1
   16    26     0.6981317007977318                  1.131        0.5660754797352601            0.56608             56608        1
   17    26     0.7417649320975901                  1.131        0.5466344167369228            0.54663             54663        1
   18    26     0.7853981633974483                  1.131        0.5274230238763166            0.52742             52742        1
   19    26     0.8290313946973065                  1.131         0.508529552609771            0.50853             50853        1
   20    26     0.8726646259971648                  1.131       0.49002683914302847            0.49003             49003        1
   21    26     0.9162978572970231                  1.131        0.4719735580252356            0.47197             47197        1
   22    26     0.9599310885968811                  1.131       0.45441559602401904            0.45442             45442        1
   23    26     1.0035643198967394                  1.131       0.43738747088724034            0.43739             43739        1
   24    26     1.0471975511965976                  1.131        0.4209137369164682            0.42091             42091        1
   25    26      1.090830782496456                  1.131       0.40501033489296046            0.40501             40501        1
   26    26     1.1344640137963142                  1.131       0.38968585729719923            0.38969             38969        1
   27    26     1.1780972450961724                  1.131        0.3749427107827212            0.37494             37494        1
   28    26     1.2217304763960306                  1.131        0.3607781665750804            0.36078             36078        1
   29    26      1.265363707695889                  1.131       0.34718529608189164            0.34719             34719        1
   30    26      1.308996938995747                  1.131        0.3341537938076719            0.33415             33415        1
   31    26     1.3526301702956054                  1.131       0.32167069297818607            0.32167             32167        1
   32    26     1.3962634015954636                  1.131        0.3097209813941133            0.30972             30972        1
   33    26      1.439896632895322                  1.131        0.2982881262252724            0.29829             29829        1
   34    26     1.4835298641951802                  1.131        0.2873545169588387            0.28735             28735        1
   35    26     1.5271630954950384                  1.131       0.27690183572210264             0.2769             27690        1
   36    26     1.5707963267948966                  1.131        0.2669113638680404            0.26691             26691        1
   37    26     1.6144295580947547                  1.131        0.2573642331613541            0.25736             25736        1
   38    26      1.658062789394613                  1.131       0.24824162922523607            0.24824             24824        1
   39    26     1.7016960206944711                  1.131       0.23952495417202035            0.23952             23952        1
   40    26     1.7453292519943295                  1.131        0.2311959545917091             0.2312             23120        1
   41    26     1.7889624832941875                  1.131       0.22323682034344988            0.22324             22324        1
   42    26     1.8325957145940461                  1.131       0.21563025890716497            0.21563             21563        1
   43    26      1.876228945893904                  1.131       0.20835954941789486            0.20836             20836        1
   44    26     1.9198621771937623                  1.131       0.20140857992997246            0.20141             20141        1
   45    26     1.9634954084936207                  1.131       0.19476187094356553            0.19476             19476        1
   46    26      2.007128639793479                  1.131       0.18840458777109192             0.1884             18840        1
   47    26     2.0507618710933375                  1.131       0.18232254392240288            0.18232             18232        1
   48    26     2.0943951023931953                  1.131       0.17650219734117845             0.1765             17650        1
   49    26     2.1380283336930535                  1.131        0.1709306410259006            0.17093             17093        1
   50    26      2.181661564992912                  1.131       0.16559558931211318             0.1656             16560        1
   51    26     2.2252947962927703                  1.131       0.16048536087356485            0.16049             16049        1
   52    26     2.2689280275926285                  1.131       0.15558885931366226            0.15559             15559        1
   53    26     2.3125612588924866                  1.131       0.15089555206115568             0.1509             15090        1
   54    26      2.356194490192345                  1.131       0.14639544815126052             0.1464             14640        1
   55    26      2.399827721492203                  1.131       0.14207907536201456            0.14208             14208        1
   56    26      2.443460952792061                  1.131       0.13793745708250504            0.13794             13794        1
   57    26     2.4870941840919194                  1.131        0.1339620892119709            0.13396             13396        1
   58    26      2.530727415391778                  1.131       0.13014491732434563            0.13014             13014        1
   59    26      2.574360646691636                  1.131       0.12647831427952402            0.12648             12648        1
   60    26      2.617993877991494                  1.131       0.12295505841875388            0.12296             12296        1
   61    26     2.6616271092913526                  1.131       0.11956831244558506            0.11957             11957        1
   62    26      2.705260340591211                  1.131        0.1163116030644605            0.11631             11631        1
   63    26      2.748893571891069                  1.131       0.11317880142522917            0.11318             11318        1
    0    27                    0.0     1.1744999999999999          0.72492646980201            0.72493             72493        1
    1    27    0.04363323129985824     1.1744999999999999        0.7239273359206811            0.72393             72393        1
    2    27    0.08726646259971647     1.1744999999999999        0.7209463909730932            0.72095             72095        1
    3    27     0.1308996938995747     1.1744999999999999        0.7160323320232865            0.71603             71603        1
    4    27    0.17453292519943295     1.1744999999999999        0.7092641283209458            0.70926             70926        1
    5    27     0.2181661564992912     1.1744999999999999        0.7007479045321316            0.70075             70075        1
    6    27     0.2617993877991494     1.1744999999999999        0.6906129003564644            0.69061             69061        1
    7    27    0.30543261909900765     1.1744999999999999        0.6790067844077983            0.67901             67901        1
    8    27     0.3490658503988659     1.1744999999999999        0.6660906235402275            0.66609             66609        1
    9    27    0.39269908169872414     1.1744999999999999        0.6520338028432768            0.65203             65203        1
   10    27     0.4363323129985824     1.1744999999999999        0.6370091605085872            0.63701             63701        1
   11    27    0.47996554429844057     1.1744999999999999        0.6211885525441957            0.62119             62119        1
   12    27     0.5235987755982988     1.1744999999999999        0.6047390029168348            0.60474             60474        1
   13    27     0.5672320068981571     1.1744999999999999        0.5878195329408817            0.58782             58782        1
   14    27     0.6108652381980153     1.1744999999999999        0.5705787061056135            0.57058             57058        1
   15    27     0.6544984694978735     1.1744999999999999        0.5531528756313293            0.55315             55315        1
   16    27     0.6981317007977318     1.1744999999999999        0.5356650844002877            0.53567             53567        1
   17    27     0.7417649320975901     1.1744999999999999        0.5182245411975739            0.51822             51822        1
   18    27     0.7853981633974483     1.1744999999999999        0.5009265826676546            0.50093             50093        1
   19    27     0.8290313946973065     1.1744999999999999        0.4838530253650362            0.48385             48385        1
   20    27     0.8726646259971648     1.1744999999999999        0.4670728146195738            0.46707             46707        1
   21    27     0.9162978572970231     1.1744999999999999       0.45064288444446365            0.45064             45064        1
   22    27     0.9599310885968811     1.1744999999999999        0.4346091533755709            0.43461             43461        1
   23    27     1.0035643198967394     1.1744999999999999       0.41900759327356046            0.41901             41901        1
   24    27     1.0471975511965976     1.1744999999999999       0.40386532047196916            0.40387             40387        1
   25    27      1.090830782496456     1.1744999999999999       0.38920167032922676             0.3892             38920        1
   26    27     1.1344640137963142     1.1744999999999999       0.37502922669347577            0.37503             37503        1
   27    27     1.1780972450961724     1.1744999999999999         0.361354786739241            0.36135             36135        1
   28    27     1.2217304763960306     1.1744999999999999        0.3481802490082263            0.34818             34818        1
   29    27      1.265363707695889     1.1744999999999999       0.33550341834236025             0.3355             33550        1
   30    27      1.308996938995747     1.1744999999999999        0.3233187258783064            0.32332             32332        1
   31    27     1.3526301702956054     1.1744999999999999        0.3116178655638268            0.31162             31162        1
   32    27     1.3962634015954636     1.1744999999999999       0.30039035095572925            0.30039             30039        1
   33    27      1.439896632895322     1.1744999999999999        0.2896239975587867            0.28962             28962        1
   34    27     1.4835298641951802     1.1744999999999999       0.27930533683986775            0.27931             27931        1
   35    27     1.5271630954950384     1.1744999999999999        0.2694199684534553            0.26942             26942        1
   36    27     1.5707963267948966     1.1744999999999999        0.2599528572709743            0.25995             25995        1
   37    27     1.6144295580947547     1.1744999999999999       0.25088858162015254            0.25089             25089        1
   38    27      1.658062789394613     1.1744999999999999        0.2422115387935188            0.24221             24221        1
   39    27     1.7016960206944711     1.1744999999999999       0.23390611343974305            0.23391             23391        1
   40    27     1.7453292519943295     1.1744999999999999       0.22595681395468306            0.22596             22596        1
   41    27     1.7889624832941875     1.1744999999999999       0.21834838147470534            0.21835             21835        1
   42    27     1.8325957145940461     1.1744999999999999       0.21106587556688694            0.21107             21107        1
   43    27      1.876228945893904     1.1744999999999999        0.2040947402249747            0.20409             20409        1
   44    27     1.9198621771937623     1.1744999999999999       0.19742085332638185            0.19742             19742        1
   45    27     1.9634954084936207     1.1744999999999999       0.19103056228955775            0.19103             19103        1
   46    27      2.007128639793479     1.1744999999999999       0.18491070829505862            0.18491             18491        1
   47    27     2.0507618710933375     1.1744999999999999       0.17904864109769567            0.17905             17905        1
   48    27     2.0943951023931953     1.1744999999999999       0.17343222615984472            0.17343             17343        1
   49    27     2.1380283336930535     1.1744999999999999       0.16804984557503677            0.16805             16805        1
   50    27      2.181661564992912     1.1744999999999999       0.16289039402347183            0.16289             16289        1
   51    27     2.2252947962927703     1.1744999999999999        0.1579432708039835            0.15794             15794        1
   52    27     2.2689280275926285     1.1744999999999999       0.15319836881709395             0.1532             15320        1
   53    27     2.3125612588924866     1.1744999999999999       0.14864606122805887            0.14865             14865        1
   54    27      2.356194490192345     1.1744999999999999       0.14427718641431508            0.14428             14428        1
   55    27      2.399827721492203     1.1744999999999999        0.1400830316958311            0.14008             14008        1
   56    27      2.443460952792061     1.1744999999999999        0.1360553162570819            0.13606             13606        1
   57    27     2.4870941840919194     1.1744999999999999       0.13218617359353618            0.13219             13219        1
   58    27      2.530727415391778     1.1744999999999999       0.12846813375171134            0.12847             12847        1
   59    27      2.574360646691636     1.1744999999999999       0.12489410557830004            0.12489             12489        1
   60    27      2.617993877991494     1.1744999999999999       0.12145735914910485            0.12146             12146        1
   61    27     2.6616271092913526     1.1744999999999999       0.11815150851122785            0.11815             11815        1
   62    27      2.705260340591211     1.1744999999999999       0.11497049484101274            0.11497             11497        1
   63    27      2.748893571891069     1.1744999999999999        0.1119085700946636            0.11191             11191        1
    0    28                    0.0                  1.218        0.6740706587827363            0.67407             67407        1
    1    28    0.04363323129985824                  1.218        0.6732067087783415            0.67321             67321        1
    2    28    0.08726646259971647                  1.218        0.6706280956671647            0.67063             67063        1
    3    28     0.1308996938995747                  1.218        0.6663740263526083            0.66637             66637        1
    4    28    0.17453292519943295                  1.218         0.660508201809795            0.66051             66051        1
    5    28     0.2181661564992912                  1.218        0.6531164714930452            0.65312             65312        1
    6    28     0.2617993877991494                  1.218        0.6443037762625452             0.6443             64430        1
    7    28    0.30543261909900765                  1.218        0.6341905769514207            0.63419             63419        1
    8    28     0.3490658503988659                  1.218        0.6229089848927333            0.62291             62291        1
    9    28    0.39269908169872414                  1.218        0.6105988100106083             0.6106             61060        1
   10    28     0.4363323129985824                  1.218        0.5974037237889476             0.5974             59740        1
   11    28    0.47996554429844057                  1.218        0.5834677027364011            0.58347             58347        1
   12    28     0.5235987755982988                  1.218        0.5689318779898949            0.56893             56893        1
   13    28     0.5672320068981571                  1.218        0.5539318736327605            0.55393             55393        1
   14    28     0.6108652381980153                  1.218        0.5385956746921892             0.5386             53860        1
   15    28     0.6544984694978735                  1.218        0.5230420290638179            0.52304             52304        1
   16    28     0.6981317007977318                  1.218        0.5073793579407448            0.50738             50738        1
   17    28     0.7417649320975901                  1.218        0.4917051276168151            0.49171             49171        1
   18    28     0.7853981633974483                  1.218        0.4761056216838232            0.47611             47611        1
   19    28     0.8290313946973065                  1.218       0.46065604581309305            0.46066             46066        1
   20    28     0.8726646259971648                  1.218       0.44542089623873954            0.44542             44542        1
   21    28     0.9162978572970231                  1.218       0.43045452631244824            0.43045             43045        1
   22    28     0.9599310885968811                  1.218         0.415801851681811             0.4158             41580        1
   23    28     1.0035643198967394                  1.218       0.40149914252463437             0.4015             40150        1
   24    28     1.0471975511965976                  1.218       0.38757485985068246            0.38757             38757        1
   25    28      1.090830782496456                  1.218       0.37405050141116364            0.37405             37405        1
   26    28     1.1344640137963142                  1.218       0.36094143072192525            0.36094             36094        1
   27    28     1.1780972450961724                  1.218       0.34825766979775347            0.34826             34826        1
   28    28     1.2217304763960306                  1.218       0.33600464226136056              0.336             33600        1
   29    28      1.265363707695889                  1.218        0.3241838584983472            0.32418             32418        1
   30    28      1.308996938995747                  1.218        0.3127935385254343            0.31279             31279        1
   31    28     1.3526301702956054                  1.218       0.30182917131920506            0.30183             30183        1
   32    28     1.3962634015954636                  1.218        0.2912840116370962            0.29128             29128        1
   33    28      1.439896632895322                  1.218        0.2811495169798002            0.28115             28115        1
   34    28     1.4835298641951802                  1.218        0.2714157284193074            0.27142             27142        1
   35    28     1.5271630954950384                  1.218        0.2620715996636023            0.26207             26207        1
   36    28     1.5707963267948966                  1.218        0.2531052790474488            0.25311             25311        1
   37    28     1.6144295580947547                  1.218       0.24450434921323325             0.2445             24450        1
   38    28      1.658062789394613                  1.218       0.23625602914587016            0.23626             23626        1
   39    28     1.7016960206944711                  1.218       0.22834734300680917            0.22835             22835        1
   40    28     1.7453292519943295                  1.218       0.22076525991750914            0.22077             22077        1
   41    28     1.7889624832941875                  1.218       0.21349680850530117             0.2135             21350        1
   42    28     1.8325957145940461                  1.218        0.2065291696687318            0.20653             20653        1
   43    28      1.876228945893904                  1.218        0.1998497506627709            0.19985             19985        1
   44    28     1.9198621771937623                  1.218        0.1934462432587435            0.19345             19345        1
   45    28     1.9634954084936207                  1.218        0.1873066684074253            0.18731             18731        1
   46    28      2.007128639793479                  1.218        0.1814194095311375            0.18142             18142        1
   47    28     2.0507618710933375                  1.218       0.17577323629432828            0.17577             17577        1
   48    28     2.0943951023931953                  1.218       0.17035732045276678            0.17036             17036        1
   49    28     2.1380283336930535                  1.218       0.16516124515869265            0.16516             16516        1
   50    28      2.181661564992912                  1.218       0.16017500890188616            0.16018             16018        1
   51    28     2.2252947962927703                  1.218       0.15538902509297817            0.15539             15539        1
   52    28     2.2689280275926285                  1.218        0.1507941181435037            0.15079             15079        1
   53    28     2.3125612588924866                  1.218       0.14638151676517283            0.14638             14638        1
   54    28      2.356194490192345                  1.218        0.1421428450965617            0.14214             14214        1
   55    28      2.399827721492203                  1.218       0.13807011216694987            0.13807             13807        1
   56    28      2.443460952792061                  1.218        0.1341557001224945            0.13416             13416        1
   57    28     2.4870941840919194                  1.218       0.13039235156763007            0.13039             13039        1
   58    28      2.530727415391778                  1.218       0.12677315631295052            0.12677             12677        1
   59    28      2.574360646691636                  1.218       0.12329153776847131            0.12329             12329        1
   60    28      2.617993877991494                  1.218       0.11994123917682253            0.11994             11994        1
   61    28     2.6616271092913526                  1.218       0.11671630984349153            0.11672             11672        1
   62    28      2.705260340591211                  1.218       0.11361109148972923            0.11361             11361        1
   63    28      2.748893571891069                  1.218       0.11062020482731526            0.11062             11062        1
    0    29                    0.0     1.2614999999999998        0.6283845380328957            0.62838             62838        1
    1    29    0.04363323129985824     1.2614999999999998        0.6276336650590174            0.62763             62763        1
    2    29    0.08726646259971647     1.2614999999999998         0.625391774529454            0.62539             62539        1
    3    29     0.1308996938995747     1.2614999999999998        0.6216906706730384            0.62169             62169        1
    4    29    0.17453292519943295     1.2614999999999998        0.6165821157557745            0.61658             61658        1
    5    29     0.2181661564992912     1.2614999999999998        0.6101360479386388            0.61014             61014        1
    6    29     0.2617993877991494     1.2614999999999998        0.6024382473115459            0.60244             60244        1
    7    29    0.30543261909900765     1.2614999999999998        0.5935875914413729            0.59359             59359        1
    8    29     0.3490658503988659     1.2614999999999998        0.5836930572647979            0.58369             58369        1
    9    29    0.39269908169872414     1.2614999999999998        0.5728706279652787            0.57287             57287        1
   10    29     0.4363323129985824     1.2614999999999998        0.5612402528860563            0.56124             56124        1
   11    29    0.47996554429844057     1.2614999999999998        0.5489229880980079            0.54892             54892        1
   12    29     0.5235987755982988     1.2614999999999998        0.5360384182459245            0.53604             53604        1
