   idx  dphi_idx  deta_idx               dphi_val               deta_val                 inv_dr_sq  inv_dr_sq_rounded  inv_dr_sq_fw_lut
   113        49         1     2.1380283336930535                0.02175        0.2187399685356893            0.21874            218740
   114        50         1      2.181661564992912                0.02175       0.21007872662463192           0.210079            210079
   115        51         1     2.2252947962927703                0.02175        0.2019218928626859           0.201922            201922
   116        52         1     2.2689280275926285                0.02175        0.1942310481964446           0.194231            194231
   117        53         1     2.3125612588924866                0.02175        0.1869713628259011           0.186971            186971
   118        54         1      2.356194490192345                0.02175        0.1801112012211295           0.180111            180111
   119        55         1      2.399827721492203                0.02175       0.17362177693371542           0.173622            173622
   120        56         1      2.443460952792061                0.02175       0.16747685015591032           0.167477            167477
   121        57         1     2.4870941840919194                0.02175       0.16165246208289613           0.161652            161652
   122        58         1      2.530727415391778                0.02175       0.15612670104761828           0.156127            156127
   123        59         1      2.574360646691636                0.02175       0.15087949615818372           0.150879            150879
   124        60         1      2.617993877991494                0.02175       0.14589243480271197           0.145892            145892
   125        61         1     2.6616271092913526                0.02175       0.14114860091824608           0.141149            141149
   126        62         1      2.705260340591211                0.02175       0.13663243136701084           0.136632            136632
   127        63         1      2.748893571891069                0.02175       0.13232958813968168            0.13233            132330
   128         0         2                    0.0                 0.0435         528.4713964856653         528.471396         528471396
   129         1         2    0.04363323129985824                 0.0435         263.4276395329067          263.42764         263427640
   130         2         2    0.08726646259971647                 0.0435        105.17806889603568         105.178069         105178069
   131         3         2     0.1308996938995747                 0.0435        52.556948459512654          52.556948          52556948
   132         4         2    0.17453292519943295                 0.0435         30.90808703480062          30.908087          30908087
   133         5         2     0.2181661564992912                 0.0435        20.206624111231843          20.206624          20206624
   134         6         2     0.2617993877991494                 0.0435        14.198259205129098          14.198259          14198259
   135         7         2    0.30543261909900765                 0.0435        10.506261569030913          10.506262          10506262
   136         8         2     0.3490658503988659                 0.0435         8.081512206497758           8.081512           8081512
   137         9         2    0.39269908169872414                 0.0435         6.405952153805392           6.405952           6405952
   138        10         2     0.4363323129985824                 0.0435        5.2007992884438226           5.200799           5200799
   139        11         2    0.47996554429844057                 0.0435        4.3055349935614675           4.305535           4305535
   140        12         2     0.5235987755982988                 0.0435         3.622559343011605           3.622559           3622559
   141        13         2     0.5672320068981571                 0.0435        3.0898109192753744           3.089811           3089811
   142        14         2     0.6108652381980153                 0.0435         2.666321187955466           2.666321           2666321
   143        15         2     0.6544984694978735                 0.0435        2.3241733971864886           2.324173           2324173
   144        16         2     0.6981317007977318                 0.0435        2.0438189816701495           2.043819           2043819
   145        17         2     0.7417649320975901                 0.0435        1.8112415866795057           1.811242           1811242
   146        18         2     0.7853981633974483                 0.0435         1.616181140757963           1.616181           1616181
   147        19         2     0.8290313946973065                 0.0435         1.450988573139461           1.450989           1450989
   148        20         2     0.8726646259971648                 0.0435        1.3098678378698756           1.309868           1309868
   149        21         2     0.9162978572970231                 0.0435         1.188362583940098           1.188363           1188363
   150        22         2     0.9599310885968811                 0.0435        1.0830012776407136           1.083001           1083001
   151        23         2     1.0035643198967394                 0.0435        0.9910472810598168           0.991047            991047
   152        24         2     1.0471975511965976                 0.0435        0.9103198730023201            0.91032            910320
   153        25         2      1.090830782496456                 0.0435        0.8390641090044608           0.839064            839064
   154        26         2     1.1344640137963142                 0.0435        0.7758548697419928           0.775855            775855
   155        27         2     1.1780972450961724                 0.0435        0.7195252100581405           0.719525            719525
   156        28         2     1.2217304763960306                 0.0435        0.6691122241360089           0.669112            669112
   157        29         2      1.265363707695889                 0.0435        0.6238157004144568           0.623816            623816
   158        30         2      1.308996938995747                 0.0435        0.5829662271557035           0.582966            582966
   159        31         2     1.3526301702956054                 0.0435        0.5460003589044473              0.546            546000
   160        32         2     1.3962634015954636                 0.0435        0.5124411128165026           0.512441            512441
   161        33         2      1.439896632895322                 0.0435        0.4818825268847941           0.481883            481883
   162        34         2     1.4835298641951802                 0.0435       0.45397734153083613           0.453977            453977
   163        35         2     1.5271630954950384                 0.0435          0.42842710306471           0.428427            428427
   164        36         2     1.5707963267948966                 0.0435       0.40497415987035706           0.404974            404974
   165        37         2     1.6144295580947547                 0.0435        0.3833951487392447           0.383395            383395
   166        38         2      1.658062789394613                 0.0435        0.3634956625845426           0.363496            363496
   167        39         2     1.7016960206944711                 0.0435        0.3451058609079754           0.345106            345106
   168        40         2     1.7453292519943295                 0.0435        0.3280768372683475           0.328077            328077
   169        41         2     1.7889624832941875                 0.0435       0.31227759817478157           0.312278            312278
   170        42         2     1.8325957145940461                 0.0435       0.29759253857626344           0.297593            297593
   171        43         2      1.876228945893904                 0.0435         0.283919322818376           0.283919            283919
   172        44         2     1.9198621771937623                 0.0435       0.27116709832559416           0.271167            271167
   173        45         2     1.9634954084936207                 0.0435        0.2592549836238732           0.259255            259255
   174        46         2      2.007128639793479                 0.0435       0.24811078359454708           0.248111            248111
   175        47         2     2.0507618710933375                 0.0435       0.23766989375828673            0.23767            237670
   176        48         2     2.0943951023931953                 0.0435       0.22787436246294027           0.227874            227874
   177        49         2     2.1380283336930535                 0.0435       0.21867208549780945           0.218672            218672
   178        50         2      2.181661564992912                 0.0435        0.2100161121893293           0.210016            210016
   179        51         2     2.2252947962927703                 0.0435       0.20186404568711908           0.201864            201864
   180        52         2     2.2689280275926285                 0.0435       0.19417752310866257           0.194178            194178
   181        53         2     2.3125612588924866                 0.0435       0.18692176361799995           0.186922            186922
   182        54         2      2.356194490192345                 0.0435        0.1800651744800097           0.180065            180065
   183        55         2      2.399827721492203                 0.0435        0.1735790067443687           0.173579            173579
   184        56         2      2.443460952792061                 0.0435         0.167437053540834           0.167437            167437
   185        57         2     2.4870941840919194                 0.0435        0.1616153850645184           0.161615            161615
   186        58         2      2.530727415391778                 0.0435        0.1560921152396058           0.156092            156092
   187        59         2      2.574360646691636                 0.0435       0.15084719580704137           0.150847            150847
   188        60         2      2.617993877991494                 0.0435       0.14586223421384842           0.145862            145862
   189        61         2     2.6616271092913526                 0.0435       0.14112033221119988            0.14112            141120
   190        62         2      2.705260340591211                 0.0435       0.13660594251323055           0.136606            136606
   191        63         2      2.748893571891069                 0.0435       0.13230474124347202           0.132305            132305
   192         0         3                    0.0                0.06525         234.8761762158512         234.876176         234876176
   193         1         3    0.04363323129985824                0.06525        162.30021278432005         162.300213         162300213
   194         2         3    0.08726646259971647                0.06525         84.22472575579566          84.224726          84224726
   195         3         3     0.1308996938995747                0.06525         46.74580839823809          46.745808          46745808
   196         4         3    0.17453292519943295                0.06525         28.80242029659122           28.80242          28802420
   197         5         3     0.2181661564992912                0.06525          19.2849025672885          19.284903          19284903
   198         6         3     0.2617993877991494                0.06525        13.736927571022498          13.736928          13736928
   199         7         3    0.30543261909900765                0.06525        10.251505588145115          10.251506          10251506
   200         8         3     0.3490658503988659                0.06525        7.9299292159575065           7.929929           7929929
   201         9         3    0.39269908169872414                0.06525          6.31033742450182           6.310337           6310337
   202        10         3     0.4363323129985824                0.06525         5.137599033950942           5.137599           5137599
   203        11         3    0.47996554429844057                0.06525         4.262129738194461            4.26213           4262130
   204        12         3     0.5235987755982988                0.06525        3.5917832028878927           3.591783           3591783
   205        13         3     0.5672320068981571                0.06525         3.067393279194019           3.067393           3067393
   206        14         3     0.6108652381980153                0.06525        2.6496109321704204           2.649611           2649611
   207        15         3     0.6544984694978735                0.06525        2.3114663504194777           2.311466           2311466
   208        16         3     0.6981317007977318                0.06525        2.0339861422920036           2.033986           2033986
   209        17         3     0.7417649320975901                0.06525         1.803515053397292           1.803515           1803515
   210        18         3     0.7853981633974483                0.06525        1.6100263746718244           1.610026           1610026
   211        19         3     0.8290313946973065                0.06525        1.4460257528765244           1.446026           1446026
   212        20         3     0.8726646259971648                0.06525        1.3058220788315995           1.305822           1305822
   213        21         3     0.9162978572970231                0.06525        1.1850316390913178           1.185032           1185032
   214        22         3     0.9599310885968811                0.06525        1.0802341105582909           1.080234           1080234
   215        23         3     1.0035643198967394                0.06525        0.9887295639785315            0.98873            988730
   216        24         3     1.0471975511965976                0.06525        0.9083639918533998           0.908364            908364
   217        25         3      1.090830782496456                0.06525        0.8374021597917016           0.837402            837402
   218        26         3     1.1344640137963142                0.06525        0.7744336761284121           0.774434            774434
   219        27         3     1.1780972450961724                0.06525        0.7183027292257613           0.718303            718303
   220        28         3     1.2217304763960306                0.06525        0.6680549206641863           0.668055            668055
   221        29         3      1.265363707695889                0.06525        0.6228966045933202           0.622897            622897
   222        30         3      1.308996938995747                0.06525        0.5821634834977227           0.582163            582163
   223        31         3     1.3526301702956054                0.06525        0.5452961299607247           0.545296            545296
   224        32         3     1.3962634015954636                0.06525        0.5118207434051748           0.511821            511821
   225        33         3      1.439896632895322                0.06525        0.4813339011736504           0.481334            481334
   226        34         3     1.4835298641951802                0.06525       0.45349038433584976            0.45349            453490
   227        35         3     1.5271630954950384                0.06525       0.42799338997867836           0.427993            427993
   228        36         3     1.5707963267948966                0.06525        0.4045866102232533           0.404587            404587
   229        37         3     1.6144295580947547                0.06525        0.3830477821117092           0.383048            383048
   230        38         3      1.658062789394613                0.06525       0.36318340445401837           0.363183            363183
   231        39         3     1.7016960206944711                0.06525       0.34482438655199693           0.344824            344824
   232        40         3     1.7453292519943295                0.06525       0.32782244565918794           0.327822            327822
   233        41         3     1.7889624832941875                0.06525        0.3120471095368639           0.312047            312047
   234        42         3     1.8325957145940461                0.06525       0.29738321072711504           0.297383            297383
   235        43         3      1.876228945893904                0.06525        0.2837287825064287           0.283729            283729
   236        44         3     1.9198621771937623                0.06525       0.27099328460752586           0.270993            270993
   237        45         3     1.9634954084936207                0.06525        0.2590961009580904           0.259096            259096
   238        46         3      2.007128639793479                0.06525        0.2479652628150158           0.247965            247965
   239        47         3     2.0507618710933375                0.06525        0.2375363594703043           0.237536            237536
   240        48         3     2.0943951023931953                0.06525       0.22775160569622338           0.227752            227752
   241        49         3     2.1380283336930535                0.06525       0.21855904068226167           0.218559            218559
   242        50         3      2.181661564992912                0.06525       0.20991183769985503           0.209912            209912
   243        51         3     2.2252947962927703                0.06525       0.20176770734703825           0.201768            201768
   244        52         3     2.2689280275926285                0.06525        0.1940883801551051           0.194088            194088
   245        53         3     2.3125612588924866                0.06525       0.18683915672356838           0.186839            186839
   246        54         3      2.356194490192345                0.06525       0.17998851549793646           0.179989            179989
   247        55         3      2.399827721492203                0.06525        0.1735077699031638           0.173508            173508
   248        56         3      2.443460952792061                0.06525       0.16737076786197314           0.167371            167371
   249        57         3     2.4870941840919194                0.06525       0.16155362781535226           0.161554            161554
   250        58         3      2.530727415391778                0.06525       0.15603450626517676           0.156035            156035
   251        59         3      2.574360646691636                0.06525        0.1507933926102819           0.150793            150793
   252        60         3      2.617993877991494                0.06525       0.14581192767482115           0.145812            145812
   253        61         3     2.6616271092913526                0.06525        0.1410732428535024           0.141073            141073
   254        62         3      2.705260340591211                0.06525       0.13656181724013283           0.136562            136562
   255        63         3      2.748893571891069                0.06525       0.13226335047833931           0.132263            132263
   256         0         4                    0.0                  0.087        132.11784912141633         132.117849         132117849
   257         1         4    0.04363323129985824                  0.087        105.56475223966909         105.564752         105564752
   258         2         4    0.08726646259971647                  0.087         65.85690988322668           65.85691          65856910
   259         3         4     0.1308996938995747                  0.087         40.47971725507144          40.479717          40479717
   260         4         4    0.17453292519943295                  0.087         26.29451722400892          26.294517          26294517
   261         5         4     0.2181661564992912                  0.087        18.127280826492957          18.127281          18127281
   262         6         4     0.2617993877991494                  0.087        13.139237114878163          13.139237          13139237
   263         7         4    0.30543261909900765                  0.087         9.914921564166251           9.914922           9914922
   264         8         4     0.3490658503988659                  0.087         7.727021758700155           7.727022           7727022
   265         9         4    0.39269908169872414                  0.087         6.181173835939757           6.181174           6181174
   266        10         4     0.4363323129985824                  0.087         5.051656027807961           5.051656           5051656
   267        11         4    0.47996554429844057                  0.087         4.202812187382315           4.202812           4202812
   268        12         4     0.5235987755982988                  0.087        3.5495648012822745           3.549565           3549565
   269        13         4     0.5672320068981571                  0.087         3.036549584087357            3.03655           3036550
   270        14         4     0.6108652381980153                  0.087        2.6265653922577283           2.626565           2626565
   271        15         4     0.6544984694978735                  0.087           2.2939081435608           2.293908           2293908
   272        16         4     0.6981317007977318                  0.087        2.0203780516244394           2.020378           2020378
   273        17         4     0.7417649320975901                  0.087        1.7928079963947954           1.792808           1792808
   274        18         4     0.7853981633974483                  0.087         1.601488038451348           1.601488           1601488
   275        19         4     0.8290313946973065                  0.087         1.439134566517082           1.439135           1439135
   276        20         4     0.8726646259971648                  0.087        1.3001998221109556             1.3002           1300200
   277        21         4     0.9162978572970231                  0.087        1.1803995644513157             1.1804           1180400
   278        22         4     0.9599310885968811                  0.087        1.0763837483903669           1.076384           1076384
   279        23         4     1.0035643198967394                  0.087        0.9855029129698678           0.985503            985503
   280        24         4     1.0471975511965976                  0.087        0.9056398357529013            0.90564            905640
   281        25         4      1.090830782496456                  0.087        0.8350864609314936           0.835086            835086
   282        26         4     1.1344640137963142                  0.087        0.7724527298188436           0.772453            772453
   283        27         4     1.1780972450961724                  0.087        0.7165982182458714           0.716598            716598
   284        28         4     1.2217304763960306                  0.087        0.6665802969888664            0.66658            666580
   285        29         4      1.265363707695889                  0.087        0.6216144110063545           0.621614            621614
   286        30         4      1.308996938995747                  0.087        0.5810433492966222           0.581043            581043
   287        31         4     1.3526301702956054                  0.087        0.5443132558651805           0.544313            544313
   288        32         4     1.3962634015954636                  0.087        0.5109547454175374           0.510955            510955
   289        33         4      1.439896632895322                  0.087         0.480567920538478           0.480568            480568
   290        34         4     1.4835298641951802                  0.087       0.45281039666987644            0.45281            452810
   291        35         4     1.5271630954950384                  0.087        0.4273876648263599           0.427388            427388
   292        36         4     1.5707963267948966                  0.087       0.40404528518949073           0.404045            404045
   293        37         4     1.6144295580947547                  0.087        0.3825625249654516           0.382563            382563
   294        38         4      1.658062789394613                  0.087       0.36274714328486524           0.362747            362747
   295        39         4     1.7016960206944711                  0.087       0.34443109294714275           0.344431            344431
   296        40         4     1.7453292519943295                  0.087        0.3274669594674689           0.327467            327467
   297        41         4     1.7889624832941875                  0.087        0.3117249964606692           0.311725            311725
   298        42         4     1.8325957145940461                  0.087        0.2970906459850245           0.297091            297091
   299        43         4      1.876228945893904                  0.087        0.2834624553196203           0.283462            283462
   300        44         4     1.9198621771937623                  0.087        0.2707503194101784            0.27075            270750
   301        45         4     1.9634954084936207                  0.087        0.2588739921093016           0.258874            258874
   302        46         4      2.007128639793479                  0.087        0.2477618202649542           0.247762            247762
   303        47         4     2.0507618710933375                  0.087       0.23734966335613886            0.23735            237350
   304        48         4     2.0943951023931953                  0.087       0.22757996825058002            0.22758            227580
   305        49         4     2.1380283336930535                  0.087       0.21840097415586543           0.218401            218401
   306        50         4      2.181661564992912                  0.087        0.2097660272511152           0.209766            209766
   307        51         4     2.2252947962927703                  0.087       0.20163298805004107           0.201633            201633
   308        52         4     2.2689280275926285                  0.087        0.1939637174354982           0.193964            193964
   309        53         4     2.3125612588924866                  0.087       0.18672362965807168           0.186724            186724
   310        54         4      2.356194490192345                  0.087       0.17988130251453513           0.179881            179881
   311        55         4      2.399827721492203                  0.087       0.17340813650070738           0.173408            173408
   312        56         4      2.443460952792061                  0.087       0.16727805603400223           0.167278            167278
   313        57         4     2.4870941840919194                  0.087         0.161467246916687           0.161467            161467
   314        58         4      2.530727415391778                  0.087        0.1559539251036142           0.155954            155954
   315        59         4      2.574360646691636                  0.087       0.15071813258162328           0.150718            150718
   316        60         4      2.617993877991494                  0.087       0.14574155678892586           0.145742            145742
   317        61         4     2.6616271092913526                  0.087        0.1410073705233688           0.141007            141007
   318        62         4      2.705260340591211                  0.087       0.13650008972611183             0.1365            136500
   319        63         4      2.748893571891069                  0.087        0.1322054468962723           0.132205            132205
   320         0         5                    0.0    0.10874999999999999         84.55542343770645          84.555423          84555423
   321         1         5    0.04363323129985824    0.10874999999999999         72.83097676214537          72.830977          72830977
   322         2         5    0.08726646259971647    0.10874999999999999         51.43504285281104          51.435043          51435043
   323         3         5     0.1308996938995747    0.10874999999999999        34.528845863159276          34.528846          34528846
   324         4         5    0.17453292519943295    0.10874999999999999         23.64720014973347            23.6472          23647200
   325         5         5     0.2181661564992912    0.10874999999999999         16.82849102336571          16.828491          16828491
   326         6         5     0.2617993877991494    0.10874999999999999        12.443153151214275          12.443153          12443153
   327         7         5    0.30543261909900765    0.10874999999999999           9.5133315124238           9.513332           9513332
   328         8         5     0.3490658503988659    0.10874999999999999         7.480912615218507           7.480913           7480913
   329         9         5    0.39269908169872414    0.10874999999999999         6.022676656816625           6.022677           6022677
